,inlf,hours,kidslt6,kidsge6,age,educ,wage,repwage,hushrs,husage,huseduc,huswage,faminc,mtr,motheduc,fatheduc,unem,city,exper,nwifeinc,lwage,expersq
281,1.0,1376.0,0.0,1.0,38.0,12.0,2.907,3.75,2250.0,41.0,12.0,5.5556,16500.0,0.7215,7.0,7.0,5.0,1.0,7.0,12.49997,1.067122,49.0
282,1.0,980.0,1.0,0.0,30.0,12.0,3.0612,3.6,2535.0,34.0,16.0,7.4951,30000.0,0.5815,12.0,7.0,11.0,1.0,15.0,27.000020000000003,1.118807,225.0
283,1.0,1838.0,0.0,0.0,49.0,12.0,4.8966,5.0,2352.0,48.0,15.0,22.109,62500.0,0.4415,7.0,7.0,9.5,1.0,11.0,53.50005,1.588541,121.0
284,1.0,1494.0,0.0,1.0,45.0,13.0,4.0161,2.5,3036.0,49.0,6.0,9.058,58500.0,0.4415,10.0,10.0,9.5,1.0,25.0,52.49995,1.390311,625.0
285,1.0,450.0,0.0,0.0,51.0,13.0,5.5556,3.5,2600.0,57.0,14.0,11.538,40900.0,0.5215,7.0,7.0,9.5,1.0,19.0,38.39998,1.714806,361.0
286,1.0,1976.0,0.0,0.0,34.0,10.0,1.2227,2.45,2223.0,39.0,7.0,6.0468,16308.0,0.6915,0.0,10.0,7.5,1.0,4.0,13.89194,0.2010615,16.0
287,1.0,2012.0,0.0,2.0,34.0,12.0,2.6839,3.61,2666.0,34.0,10.0,1.3653,9300.0,0.7515,7.0,7.0,7.5,1.0,14.0,3.899993,0.987271,196.0
288,1.0,561.0,0.0,1.0,41.0,12.0,2.6738,3.25,2006.0,41.0,17.0,16.55,35700.0,0.5515,10.0,9.0,7.5,1.0,19.0,34.2,0.9835007,361.0
289,1.0,1715.0,0.0,1.0,49.0,12.0,9.3294,7.05,1710.0,49.0,17.0,8.7719,35700.0,0.64,9.0,9.0,11.0,1.0,18.0,19.70008,2.233171,324.0
290,1.0,1912.0,0.0,0.0,32.0,12.0,3.1381,3.6,1920.0,46.0,14.0,9.6354,24500.0,0.6615,12.0,12.0,5.0,1.0,14.0,18.49995,1.143618,196.0
291,1.0,3686.0,0.0,0.0,32.0,14.0,0.5426,0.0,1647.0,39.0,14.0,6.6788,13000.0,0.7215,12.0,12.0,7.5,1.0,11.0,10.99998,-0.6113829,121.0
292,1.0,1080.0,0.0,2.0,32.0,17.0,8.6111,4.65,3080.0,35.0,15.0,7.5727,52600.0,0.4415,12.0,12.0,5.0,0.0,4.0,43.30001,2.153052,16.0
293,1.0,1799.0,0.0,0.0,47.0,10.0,3.6687,3.25,1920.0,48.0,10.0,7.8125,25360.0,0.6615,3.0,7.0,7.5,1.0,29.0,18.76001,1.299837,841.0
294,1.0,1984.0,0.0,1.0,39.0,9.0,2.3185,2.3,2420.0,47.0,4.0,1.9835,9400.0,0.7515,9.0,9.0,7.5,0.0,21.0,4.800096,0.8409204,441.0
295,1.0,1839.0,0.0,0.0,49.0,12.0,2.8819999999999997,3.27,2205.0,53.0,15.0,9.5238,26800.0,0.6215,12.0,12.0,11.0,1.0,24.0,21.5,1.058484,576.0
296,1.0,1579.0,0.0,3.0,37.0,12.0,3.1666,0.0,3035.0,39.0,14.0,6.425,33040.0,0.6615,12.0,7.0,7.5,1.0,19.0,28.03994,1.152658,361.0
297,1.0,96.0,0.0,0.0,59.0,16.0,3.6458,0.0,2185.0,60.0,15.0,10.984000000000002,26350.0,0.6215,14.0,12.0,7.5,1.0,31.0,26.0,1.293576,961.0
298,1.0,1920.0,0.0,0.0,50.0,12.0,6.25,5.47,1880.0,56.0,12.0,12.765999999999998,39000.0,0.5215,7.0,7.0,14.0,1.0,28.0,27.0,1.832582,784.0
299,1.0,1688.0,0.0,1.0,32.0,17.0,10.249,9.8,1863.0,33.0,17.0,9.5545,35100.0,0.61,12.0,12.0,9.5,1.0,15.0,17.79969,2.32718,225.0
300,1.0,1589.0,0.0,0.0,46.0,12.0,3.2096,5.54,2456.0,48.0,16.0,5.4967,22502.0,0.6615,12.0,12.0,11.0,0.0,27.0,17.40195,1.166146,729.0
301,1.0,345.0,0.0,2.0,43.0,17.0,7.6522,5.0,1847.0,46.0,17.0,9.7618,21950.0,0.6915,12.0,14.0,14.0,0.0,13.0,19.30999,2.034993,169.0
302,1.0,1521.0,0.0,3.0,37.0,11.0,1.9724,2.3,2000.0,42.0,6.0,5.0,13000.0,0.7515,7.0,7.0,7.5,0.0,4.0,9.99998,0.6792511,16.0
303,1.0,1490.0,0.0,2.0,32.0,16.0,4.698,3.9,1856.0,35.0,14.0,5.9995,18180.0,0.7215,12.0,14.0,9.0,1.0,10.0,11.17998,1.547137,100.0
304,1.0,989.0,0.0,1.0,39.0,11.0,2.1234,2.76,1880.0,43.0,14.0,6.9149,20957.0,0.6915,10.0,10.0,9.0,1.0,8.0,18.85696,0.7530186,64.0
305,1.0,600.0,0.0,2.0,34.0,13.0,2.3333,2.9,3020.0,35.0,12.0,4.9669,13700.0,0.7215,12.0,12.0,7.5,0.0,4.0,12.30002,0.8472836,16.0
306,1.0,2646.0,0.0,1.0,39.0,11.0,2.3896,0.0,2646.0,41.0,8.0,2.3896,20000.0,0.6915,7.0,7.0,5.0,1.0,18.0,13.67712,0.871126,324.0
307,1.0,2149.0,0.0,3.0,45.0,8.0,1.2564,2.5,1640.0,48.0,9.0,4.5122,12260.0,0.7515,7.0,7.0,5.0,1.0,3.0,9.559997000000001,0.2282505,9.0
308,1.0,320.0,0.0,0.0,50.0,11.0,1.0938,0.0,1950.0,54.0,11.0,9.2308,24850.0,0.6615,3.0,12.0,7.5,1.0,11.0,24.499979999999997,0.0896578,121.0
309,1.0,1600.0,0.0,1.0,40.0,12.0,3.75,3.3,1920.0,39.0,12.0,11.458,29150.0,0.5815,12.0,7.0,7.5,1.0,8.0,23.15,1.321756,64.0
310,1.0,2419.0,0.0,1.0,30.0,10.0,3.3072,3.9,2025.0,34.0,12.0,7.6993,23591.0,0.6615,7.0,7.0,11.0,1.0,10.0,15.590879999999999,1.196102,100.0
311,1.0,2005.0,0.0,0.0,57.0,17.0,5.1352,5.25,2470.0,56.0,17.0,4.183,24717.0,0.6615,16.0,12.0,11.0,1.0,33.0,14.42092,1.636119,1089.0
312,1.0,1960.0,0.0,1.0,39.0,12.0,6.6327,3.6,1800.0,43.0,12.0,8.3333,30455.0,0.6215,12.0,12.0,9.0,1.0,19.0,17.45491,1.892012,361.0
313,1.0,2147.0,0.0,0.0,53.0,12.0,4.5645,4.9,1920.0,56.0,8.0,5.1042,19600.0,0.6915,12.0,12.0,7.5,1.0,35.0,9.800019,1.518309,1225.0
314,1.0,1207.0,0.0,1.0,48.0,17.0,11.847999999999999,7.15,2039.0,53.0,17.0,8.2271,31875.0,0.64,7.0,12.0,5.0,1.0,21.0,17.574460000000002,2.472159,441.0
315,1.0,2000.0,0.0,1.0,46.0,14.0,3.75,3.75,2570.0,48.0,16.0,5.6634,24055.0,0.6615,14.0,14.0,7.5,0.0,7.0,16.555,1.321756,49.0
316,1.0,1260.0,0.0,0.0,47.0,12.0,4.3651,4.35,1914.0,54.0,12.0,5.222,18795.0,0.7215,7.0,10.0,7.5,0.0,18.0,13.294970000000001,1.473641,324.0
317,1.0,90.0,0.0,1.0,43.0,12.0,3.9333,4.0,1516.0,47.0,10.0,7.19,12198.0,0.7515,7.0,7.0,7.5,0.0,4.0,11.844000000000001,1.369479,16.0
318,1.0,1800.0,0.0,0.0,47.0,12.0,3.3333,3.25,2520.0,47.0,16.0,13.907,52645.0,0.4915,12.0,7.0,7.5,1.0,12.0,46.64506,1.203963,144.0
319,1.0,573.0,0.0,1.0,47.0,12.0,3.3159,2.2,2327.0,48.0,12.0,6.0163,16600.0,0.7215,10.0,7.0,14.0,0.0,16.0,14.69999,1.198729,256.0
320,1.0,1825.0,0.0,0.0,47.0,12.0,3.5616,3.0,2188.0,50.0,12.0,7.6782,32590.0,0.6215,7.0,7.0,7.5,1.0,14.0,26.09008,1.27021,196.0
321,1.0,75.0,0.0,0.0,46.0,12.0,1.6,0.0,1864.0,48.0,12.0,5.3112,10020.0,0.7515,3.0,7.0,7.5,1.0,3.0,9.9,0.4700036,9.0
322,1.0,1348.0,0.0,4.0,34.0,9.0,2.2255,2.3,2183.0,33.0,10.0,4.1228,12048.0,0.7515,7.0,7.0,11.0,0.0,1.0,9.048026,0.7999817,1.0
323,1.0,1880.0,0.0,0.0,48.0,10.0,4.7872,4.25,1920.0,55.0,12.0,7.8125,39750.0,0.6215,7.0,7.0,11.0,0.0,27.0,30.750059999999998,1.565946,729.0
324,1.0,1240.0,0.0,1.0,30.0,12.0,5.8065,6.9,1824.0,31.0,12.0,4.6053,15700.0,0.7215,10.0,7.0,7.5,1.0,12.0,8.499939999999999,1.758978,144.0
325,1.0,848.0,0.0,1.0,51.0,12.0,2.3585,2.3,2878.0,54.0,12.0,3.9746,24250.0,0.6615,7.0,7.0,3.0,0.0,6.0,22.24999,0.8580258,36.0
326,1.0,150.0,0.0,5.0,52.0,12.0,2.0,0.0,2390.0,54.0,16.0,15.062999999999999,43210.0,0.5215,7.0,12.0,14.0,1.0,9.0,42.91,0.6931472,81.0
327,1.0,2000.0,0.0,2.0,37.0,12.0,1.9,1.85,3120.0,39.0,13.0,4.5064,37100.0,0.6215,12.0,12.0,5.0,0.0,2.0,33.3,0.6418539,4.0
328,1.0,1952.0,0.0,2.0,32.0,12.0,5.122999999999999,3.25,2040.0,33.0,12.0,5.8824,23820.0,0.6615,12.0,7.0,5.0,0.0,6.0,13.8199,1.63374,36.0
329,1.0,1456.0,0.0,2.0,36.0,17.0,5.4945,6.04,2151.0,35.0,15.0,10.228,31600.0,0.5815,12.0,14.0,5.0,1.0,9.0,23.60001,1.703748,81.0
330,1.0,1740.0,0.0,2.0,35.0,12.0,6.3218,5.5,1976.0,37.0,14.0,6.5789,24000.0,0.6615,10.0,10.0,7.5,1.0,16.0,13.00007,1.844004,256.0
331,1.0,1400.0,0.0,0.0,45.0,17.0,7.1429,7.14,2286.0,51.0,16.0,8.8145,30750.0,0.5815,14.0,12.0,5.0,0.0,22.0,20.74994,1.966119,484.0
332,1.0,2000.0,0.0,0.0,56.0,12.0,2.375,2.7,2032.0,60.0,10.0,2.9528,11050.0,0.7515,7.0,7.0,14.0,0.0,26.0,6.3,0.8649974,676.0
333,1.0,1750.0,0.0,2.0,40.0,10.0,2.5429,2.74,1680.0,45.0,4.0,4.5173,12239.0,0.7515,7.0,7.0,14.0,0.0,11.0,7.788925,0.9333052,121.0
334,1.0,1101.0,1.0,2.0,45.0,12.0,2.1798,2.3,1560.0,49.0,14.0,5.1282,12870.0,0.7515,14.0,12.0,7.5,1.0,11.0,10.47004,0.7792332,121.0
335,1.0,2000.0,0.0,2.0,32.0,12.0,2.6,2.5,2895.0,30.0,12.0,4.1451,17200.0,0.7215,10.0,7.0,7.5,0.0,15.0,12.0,0.9555114,225.0
336,1.0,1877.0,0.0,0.0,45.0,12.0,3.7294,3.6,1820.0,50.0,8.0,8.7912,23980.0,0.6615,10.0,10.0,7.5,0.0,13.0,16.97992,1.316247,169.0
337,1.0,160.0,0.0,2.0,40.0,12.0,4.375,1.85,2450.0,44.0,12.0,7.3061,18600.0,0.6915,7.0,12.0,14.0,1.0,6.0,17.9,1.475906,36.0
338,1.0,1886.0,0.0,1.0,38.0,12.0,4.4433,4.0,1748.0,42.0,8.0,6.0069,23920.0,0.6915,7.0,10.0,9.5,1.0,20.0,15.53994,1.491397,400.0
339,1.0,1446.0,0.0,4.0,49.0,12.0,4.2877,4.4,1020.0,45.0,12.0,8.3333,16084.0,0.7515,7.0,7.0,14.0,1.0,17.0,9.883986,1.45575,289.0
340,1.0,1500.0,0.0,1.0,47.0,16.0,1.6667,1.5,2342.0,49.0,17.0,11.529000000000002,31100.0,0.5815,14.0,14.0,11.0,1.0,8.0,28.59995,0.5108456,64.0
341,1.0,860.0,0.0,0.0,52.0,13.0,3.2558,5.83,2250.0,53.0,12.0,6.6667,20460.0,0.6615,7.0,7.0,11.0,1.0,13.0,17.66001,1.180438,169.0
342,1.0,1848.0,0.0,1.0,34.0,13.0,5.4113,6.0,2880.0,40.0,16.0,8.6806,36000.0,0.5515,12.0,12.0,7.5,1.0,15.0,25.99992,1.688489,225.0
343,1.0,1678.0,0.0,2.0,44.0,12.0,2.205,2.3,2032.0,46.0,12.0,3.468,17302.0,0.7215,14.0,12.0,3.0,0.0,14.0,13.60201,0.7907275,196.0
344,1.0,160.0,0.0,3.0,36.0,16.0,4.0625,0.0,3120.0,42.0,16.0,3.0321,16450.0,0.7215,14.0,7.0,3.0,0.0,14.0,15.8,1.401799,196.0
345,1.0,108.0,0.0,0.0,50.0,17.0,0.6482,0.0,1760.0,57.0,16.0,13.807,41170.0,0.5815,14.0,16.0,9.5,1.0,6.0,41.099990000000005,-0.433556,36.0
346,1.0,1738.0,0.0,0.0,45.0,12.0,5.3826,6.18,1725.0,47.0,12.0,6.2174,20130.0,0.6615,0.0,0.0,7.5,1.0,24.0,10.775039999999999,1.683172,576.0
347,1.0,1170.0,0.0,2.0,44.0,14.0,0.1709,0.0,2080.0,46.0,13.0,4.2308,9200.0,0.7515,16.0,12.0,9.5,1.0,10.0,9.000047,-1.766677,100.0
348,1.0,15.0,0.0,2.0,57.0,12.0,23.467,0.0,2040.0,57.0,10.0,11.47,24751.0,0.6615,7.0,7.0,11.0,1.0,2.0,24.398989999999998,3.155595,4.0
349,1.0,2088.0,0.0,0.0,35.0,17.0,9.5785,9.98,2940.0,42.0,17.0,12.245,57300.0,0.5,12.0,17.0,9.5,1.0,9.0,37.300090000000004,2.259521,81.0
350,1.0,2490.0,0.0,0.0,46.0,12.0,3.6948,3.77,2280.0,52.0,12.0,9.2105,37200.0,0.5815,7.0,7.0,7.5,1.0,23.0,27.99995,1.306926,529.0
351,1.0,135.0,2.0,1.0,30.0,14.0,2.2222,0.0,2164.0,35.0,16.0,6.3309,14000.0,0.7215,10.0,12.0,14.0,1.0,12.0,13.7,0.7984977,144.0
352,1.0,1944.0,0.0,3.0,42.0,12.0,1.749,2.3,1999.0,44.0,12.0,7.8039,20610.0,0.6915,7.0,3.0,14.0,0.0,8.0,17.20994,0.5590442,64.0
353,1.0,690.0,0.0,1.0,34.0,12.0,1.1594,2.25,1824.0,36.0,13.0,7.6754,14800.0,0.7215,10.0,7.0,7.5,1.0,16.0,14.000010000000001,0.1479026,256.0
354,1.0,608.0,0.0,2.0,45.0,17.0,6.9901,3.0,2182.0,47.0,16.0,15.582,40005.0,0.5515,10.0,14.0,14.0,1.0,10.0,35.75502,1.944495,100.0
355,1.0,63.0,1.0,2.0,35.0,16.0,3.9683,0.0,2385.0,37.0,16.0,9.6436,23750.0,0.6615,14.0,7.0,14.0,1.0,7.0,23.5,1.378338,49.0
356,1.0,154.0,0.0,0.0,40.0,16.0,21.429000000000002,8.13,2460.0,44.0,17.0,12.886,35300.0,0.5515,7.0,12.0,14.0,1.0,19.0,31.99993,3.064745,361.0
357,1.0,420.0,0.0,1.0,32.0,12.0,0.4762,2.85,2595.0,35.0,16.0,6.5511,17350.0,0.6915,12.0,12.0,7.5,1.0,2.0,17.15,-0.7419173,4.0
358,1.0,651.0,0.0,0.0,54.0,9.0,2.1505,1.44,2400.0,57.0,10.0,8.25,21650.0,0.6615,7.0,7.0,7.5,1.0,9.0,20.250020000000003,0.7657004,81.0
359,1.0,675.0,0.0,3.0,38.0,12.0,1.8578,2.2,3120.0,42.0,8.0,1.3792,6740.0,0.7915,7.0,7.0,14.0,0.0,14.0,5.4859849999999994,0.619393,196.0
360,1.0,1663.0,0.0,3.0,43.0,12.0,4.3295,3.6,2850.0,42.0,12.0,5.2632,32275.0,0.6915,12.0,14.0,5.0,1.0,9.0,25.075039999999998,1.465452,81.0
361,1.0,1680.0,0.0,0.0,54.0,16.0,8.9286,7.0,760.0,60.0,12.0,10.526,33220.0,0.72,14.0,7.0,9.5,1.0,16.0,18.21995,2.18926,256.0
362,1.0,180.0,0.0,3.0,39.0,14.0,2.7778,4.0,2500.0,37.0,17.0,10.0,26500.0,0.6215,12.0,12.0,7.5,1.0,7.0,26.0,1.021659,49.0
363,1.0,1581.0,0.0,1.0,37.0,12.0,2.6565,3.25,2630.0,39.0,14.0,12.548,38700.0,0.5215,7.0,12.0,5.0,1.0,6.0,34.50007,0.9770095,36.0
364,1.0,1200.0,0.0,2.0,46.0,12.0,2.5,3.08,2597.0,48.0,8.0,4.6207,15400.0,0.7215,7.0,7.0,5.0,1.0,22.0,12.4,0.9162908,484.0
365,1.0,450.0,0.0,0.0,56.0,11.0,18.267,0.0,2760.0,60.0,11.0,1.854,19007.0,0.6915,7.0,7.0,3.0,0.0,9.0,10.78685,2.905096,81.0
366,1.0,547.0,0.0,3.0,41.0,12.0,0.8190000000000001,2.0,2070.0,44.0,8.0,7.4266,16771.0,0.7215,12.0,7.0,7.5,0.0,9.0,16.32301,-0.1996712,81.0
367,1.0,300.0,0.0,1.0,45.0,16.0,2.0,0.0,2256.0,48.0,16.0,13.298,31100.0,0.5815,16.0,7.0,11.0,1.0,14.0,30.5,0.6931472,196.0
368,1.0,975.0,0.0,1.0,44.0,17.0,15.385,8.5,1505.0,47.0,16.0,26.578000000000003,66300.0,0.5,3.0,3.0,7.5,1.0,17.0,51.29963,2.733393,289.0
369,1.0,1621.0,0.0,1.0,50.0,17.0,6.4775,0.0,2364.0,52.0,17.0,13.959000000000001,43550.0,0.4915,16.0,12.0,5.0,0.0,12.0,33.04997,1.868335,144.0
370,1.0,300.0,0.0,5.0,37.0,14.0,8.3333,3.5,2895.0,38.0,14.0,13.126,37250.0,0.6215,7.0,7.0,11.0,0.0,13.0,34.750009999999996,2.12026,169.0
371,1.0,1868.0,0.0,1.0,44.0,12.0,4.5503,4.25,2041.0,46.0,12.0,7.8883,24900.0,0.6615,16.0,7.0,14.0,0.0,8.0,16.40004,1.515193,64.0
372,1.0,1803.0,0.0,2.0,32.0,14.0,2.4958,1.9,2195.0,34.0,17.0,8.656,24200.0,0.6615,7.0,14.0,9.5,1.0,10.0,19.70007,0.9146093,100.0
373,1.0,2143.0,1.0,1.0,34.0,12.0,4.4797,4.8,1935.0,40.0,12.0,3.4109,16200.0,0.7215,10.0,10.0,14.0,0.0,16.0,6.600003,1.499556,256.0
374,1.0,1080.0,0.0,2.0,32.0,10.0,2.2324,2.3,1950.0,35.0,10.0,4.6256,11431.0,0.7515,10.0,10.0,7.5,0.0,1.0,9.020008,0.8030772,1.0
375,1.0,1352.0,0.0,3.0,37.0,12.0,2.0709999999999997,1.8,2375.0,38.0,14.0,4.2105,13200.0,0.7515,10.0,10.0,11.0,0.0,6.0,10.40001,0.7280316,36.0
376,1.0,537.0,0.0,1.0,44.0,13.0,1.676,0.0,1920.0,55.0,8.0,4.2708,15420.0,0.7715,10.0,10.0,9.0,1.0,4.0,14.51999,0.51641,16.0
377,1.0,352.0,0.0,2.0,34.0,16.0,3.4091,0.0,3300.0,33.0,12.0,3.3424,18400.0,0.6915,12.0,12.0,14.0,0.0,8.0,17.2,1.226448,64.0
378,1.0,200.0,1.0,3.0,33.0,12.0,2.5,8.0,3680.0,33.0,16.0,8.6359,43500.0,0.4915,10.0,3.0,5.0,1.0,4.0,43.0,0.9162908,16.0
379,1.0,2045.0,0.0,3.0,43.0,7.0,3.9609,4.07,1968.0,43.0,12.0,6.7581,21972.0,0.6915,7.0,7.0,7.5,1.0,15.0,13.871960000000001,1.376471,225.0
380,1.0,1253.0,0.0,2.0,35.0,16.0,6.2275,3.97,2504.0,33.0,10.0,0.5843,7774.0,0.7715,16.0,16.0,11.0,0.0,7.0,-0.0290575,1.828975,49.0
381,1.0,1960.0,0.0,1.0,43.0,14.0,3.9286,3.85,2000.0,45.0,14.0,5.335,24470.0,0.6915,7.0,7.0,7.5,0.0,14.0,16.76994,1.368283,196.0
382,1.0,2000.0,0.0,0.0,34.0,12.0,2.9,2.5,1656.0,37.0,12.0,4.7101,13600.0,0.7215,7.0,7.0,7.5,0.0,16.0,7.8,1.064711,256.0
383,1.0,1960.0,0.0,3.0,36.0,10.0,4.0816,4.55,1968.0,39.0,7.0,4.9797,22500.0,0.7215,7.0,0.0,7.5,0.0,15.0,14.500060000000001,1.406489,225.0
384,1.0,2000.0,0.0,2.0,41.0,12.0,2.85,4.2,2016.0,41.0,12.0,2.9762,13600.0,0.7215,7.0,7.0,14.0,0.0,23.0,7.9,1.047319,529.0
385,1.0,1568.0,0.0,0.0,41.0,16.0,7.0153,6.31,2602.0,44.0,17.0,12.744000000000002,90800.0,0.4415,7.0,7.0,7.5,0.0,19.0,79.80001,1.948093,361.0
386,1.0,1225.0,0.0,3.0,35.0,10.0,2.9388,2.4,1560.0,43.0,9.0,3.8462,10776.0,0.7515,10.0,10.0,7.5,0.0,4.0,7.1759699999999995,1.078001,16.0
387,1.0,780.0,1.0,3.0,32.0,12.0,1.9231,3.25,1827.0,37.0,10.0,7.2233,19007.0,0.7515,10.0,7.0,5.0,1.0,12.0,17.50698,0.6539385,144.0
388,1.0,480.0,0.0,0.0,30.0,14.0,6.875,0.0,2080.0,34.0,14.0,8.8077,23900.0,0.6615,12.0,12.0,14.0,1.0,12.0,20.6,1.927892,144.0
389,1.0,1923.0,0.0,0.0,43.0,12.0,3.9002,4.74,3390.0,47.0,12.0,5.3864,26060.0,0.6215,7.0,7.0,7.5,1.0,25.0,18.55992,1.361028,625.0
390,1.0,2000.0,0.0,0.0,54.0,6.0,2.0,0.0,2524.0,57.0,6.0,3.6846,13300.0,0.7215,7.0,7.0,7.5,0.0,14.0,9.3,0.6931472,196.0
391,1.0,2110.0,0.0,2.0,35.0,15.0,4.9763,4.37,2777.0,34.0,12.0,1.8437,15620.0,0.7215,7.0,7.0,7.5,0.0,14.0,5.120008,1.604687,196.0
392,1.0,1664.0,0.0,0.0,50.0,12.0,1.2019,5.0,3120.0,54.0,13.0,1.3013,16500.0,0.7215,7.0,7.0,7.5,0.0,11.0,14.50004,0.1839036,121.0
393,1.0,48.0,1.0,1.0,34.0,17.0,22.5,0.0,2700.0,36.0,17.0,7.2222,20880.0,0.6915,14.0,16.0,5.0,1.0,7.0,19.8,3.113515,49.0
394,1.0,1791.0,0.0,0.0,52.0,14.0,6.8677,6.18,1904.0,57.0,12.0,7.3529,30600.0,0.6615,14.0,12.0,9.5,1.0,18.0,18.29995,1.926829,324.0
395,1.0,1404.0,0.0,3.0,35.0,13.0,3.5613,5.3,2360.0,38.0,14.0,11.864,39000.0,0.6215,7.0,10.0,9.0,1.0,4.0,33.99994,1.270126,16.0
396,1.0,1920.0,0.0,0.0,55.0,6.0,1.9792,2.58,1960.0,58.0,8.0,5.3327,15428.0,0.7215,7.0,7.0,7.5,0.0,37.0,11.627939999999999,0.6826927,1369.0
397,1.0,2141.0,0.0,0.0,35.0,16.0,5.3713,6.0,2000.0,42.0,16.0,5.5,23300.0,0.6615,7.0,7.0,7.5,0.0,13.0,11.80005,1.68107,169.0
398,1.0,1720.0,0.0,1.0,49.0,14.0,1.7442,0.0,2600.0,45.0,16.0,7.2308,42100.0,0.5215,16.0,16.0,9.5,1.0,14.0,39.09998,0.556296,196.0
399,1.0,3533.0,2.0,2.0,38.0,15.0,5.0948,8.5,2000.0,38.0,9.0,7.0,36430.0,0.64,12.0,7.0,9.5,1.0,17.0,18.43007,1.62822,289.0
400,1.0,2000.0,0.0,2.0,42.0,14.0,2.5,0.0,2218.0,45.0,14.0,7.2137,26000.0,0.6915,7.0,7.0,9.5,1.0,5.0,21.0,0.9162908,25.0
401,1.0,800.0,0.0,1.0,48.0,8.0,3.825,2.3,2000.0,52.0,5.0,4.5,62060.0,0.7515,7.0,7.0,7.5,0.0,2.0,59.0,1.341558,4.0
402,1.0,3000.0,0.0,0.0,51.0,14.0,1.0,0.0,2595.0,53.0,16.0,8.8632,28300.0,0.6215,12.0,12.0,9.5,1.0,0.0,25.3,0,0.0
403,1.0,293.0,0.0,2.0,43.0,12.0,3.0717,4.0,2400.0,47.0,12.0,9.3333,24149.0,0.6615,12.0,10.0,7.5,1.0,3.0,23.24899,1.122231,9.0
404,1.0,1872.0,0.0,1.0,43.0,12.0,1.7163,0.0,2856.0,48.0,12.0,3.8263,28141.0,0.6615,12.0,10.0,7.5,1.0,21.0,24.92809,0.5401708,441.0
405,1.0,2058.0,0.0,1.0,38.0,12.0,4.0209,4.0,2601.0,38.0,14.0,5.4448,23057.0,0.6615,10.0,10.0,7.5,1.0,20.0,14.781989999999999,1.391506,400.0
406,1.0,1832.0,0.0,1.0,44.0,12.0,5.4585,4.95,2054.0,48.0,9.0,8.7634,28900.0,0.6215,3.0,7.0,7.5,1.0,19.0,18.900029999999997,1.697174,361.0
407,1.0,120.0,1.0,3.0,36.0,12.0,25.0,9.98,2500.0,35.0,12.0,8.4,24000.0,0.6615,12.0,10.0,9.5,1.0,4.0,21.0,3.218876,16.0
408,1.0,1632.0,0.0,0.0,38.0,12.0,2.3897,2.3,1960.0,31.0,12.0,5.102,13900.0,0.7215,12.0,12.0,7.5,0.0,19.0,10.000010000000001,0.8711678,361.0
409,1.0,778.0,0.0,0.0,47.0,8.0,3.2134,7.25,2058.0,51.0,8.0,7.4101,31810.0,0.6915,12.0,12.0,5.0,1.0,11.0,29.30997,1.16733,121.0
410,1.0,1984.0,0.0,2.0,34.0,12.0,3.377,3.14,2410.0,49.0,10.0,5.3527,19840.0,0.6915,7.0,7.0,7.5,0.0,14.0,13.14003,1.216988,196.0
411,1.0,225.0,1.0,2.0,40.0,17.0,1.7778,0.0,1278.0,38.0,17.0,19.562,25490.0,0.6615,16.0,17.0,14.0,1.0,8.0,25.08999,0.5753766,64.0
412,1.0,1960.0,0.0,1.0,31.0,12.0,3.1633,3.18,2875.0,35.0,12.0,5.0783,20800.0,0.6915,12.0,12.0,7.5,0.0,13.0,14.599929999999999,1.151616,169.0
413,1.0,444.0,0.0,0.0,46.0,12.0,2.7027,0.0,2340.0,49.0,12.0,0.5128,2400.0,0.8015,10.0,16.0,7.5,1.0,24.0,1.200001,0.9942513,576.0
414,1.0,384.0,0.0,3.0,36.0,14.0,1.6927,0.0,3060.0,43.0,17.0,5.402,32650.0,0.5815,10.0,10.0,14.0,1.0,1.0,32.0,0.5263249,1.0
415,1.0,1170.0,1.0,2.0,39.0,13.0,0.2137,0.0,1920.0,47.0,12.0,7.8646,16370.0,0.7215,12.0,16.0,11.0,1.0,1.0,16.119970000000002,-1.543182,1.0
416,1.0,1330.0,0.0,2.0,36.0,17.0,6.7669,4.5,3390.0,38.0,12.0,6.0531,35500.0,0.5515,7.0,7.0,14.0,0.0,3.0,26.500020000000003,1.912043,9.0
417,1.0,1350.0,0.0,4.0,37.0,8.0,1.7407,2.1,2400.0,41.0,12.0,5.0,15100.0,0.7515,7.0,7.0,3.0,0.0,4.0,12.750060000000001,0.5542873,16.0
418,1.0,480.0,0.0,4.0,39.0,12.0,2.5,0.0,1640.0,40.0,11.0,7.6829,14100.0,0.7515,7.0,9.0,3.0,0.0,21.0,12.9,0.9162908,441.0
419,1.0,1984.0,1.0,3.0,36.0,11.0,4.4859,3.26,1656.0,38.0,8.0,6.0386,19600.0,0.7215,7.0,3.0,14.0,0.0,10.0,10.69998,1.500939,100.0
420,1.0,1944.0,0.0,2.0,49.0,12.0,2.572,2.7,1920.0,53.0,16.0,5.851,19434.0,0.7215,7.0,7.0,5.0,1.0,13.0,14.434029999999998,0.9446838,169.0
421,1.0,50.0,1.0,1.0,45.0,12.0,3.46,5.0,1780.0,46.0,10.0,6.7416,23882.0,0.7215,7.0,7.0,9.5,1.0,9.0,23.709,1.241269,81.0
